CustomerID,Quantity,Country,QuantityCanceled,CancellationRate,cluster,Recency,Frequency,Monetary,r_quartile,f_quartile,m_quartile,RFMScore,R_Level,F_Level,M_Level,RFM_Sum,RFM_Level
14040.0,1465.0,United Kingdom,24.0,0.016382252559726963,1,9,11,3350.4700000000003,1,1,1,111,Highly active,Stellar customer,Best,3,Can't Loose Them
14041.0,94.0,United Kingdom,0.0,0.0,3,267,1,141.41,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
14044.0,247.0,United Kingdom,0.0,0.0,1,104,3,535.71,2,2,3,223,Temporarily idle,Regulars,Top 75%,7,Promising
14045.0,535.0,United Kingdom,0.0,0.0,0,110,4,1659.75,3,2,1,321,Temporarily idle,Regulars,Best,6,Potential
14046.0,443.0,United Kingdom,0.0,0.0,3,285,1,151.58999999999997,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
14047.0,272.0,United Kingdom,4.0,0.014705882352941176,1,74,4,938.8600000000001,2,2,2,222,Temporarily idle,Regulars,Top 50%,6,Potential
14048.0,288.0,United Kingdom,8.0,0.027777777777777776,0,161,1,386.32999999999987,3,4,3,343,Inactive,Returning customers,Top 75%,10,Require Activation
14049.0,2150.0,United Kingdom,3.0,0.0013953488372093023,0,201,3,3241.1199999999994,3,2,1,321,Inactive,Regulars,Best,6,Potential
14050.0,447.0,United Kingdom,0.0,0.0,0,107,1,485.98,2,4,3,243,Temporarily idle,Returning customers,Top 75%,9,Require Activation
14051.0,2640.0,United Kingdom,15.0,0.005681818181818182,1,30,18,10866.939999999999,1,1,1,111,Frequent,Stellar customer,Best,3,Can't Loose Them
14053.0,215.0,United Kingdom,0.0,0.0,0,155,2,260.25,3,3,4,334,Inactive,Regulars,Worst,10,Require Activation
14054.0,62.0,United Kingdom,0.0,0.0,0,214,1,92.46,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
14055.0,216.0,United Kingdom,0.0,0.0,0,107,1,725.6400000000001,2,4,2,242,Temporarily idle,Returning customers,Top 50%,8,Needs Attention
14056.0,3223.0,United Kingdom,15.0,0.004654049022649705,1,35,19,6083.870000000001,1,1,1,111,Frequent,Stellar customer,Best,3,Can't Loose Them
14057.0,4383.0,United Kingdom,0.0,0.0,1,31,16,5572.500000000002,1,1,1,111,Frequent,Stellar customer,Best,3,Can't Loose Them
14059.0,128.0,United Kingdom,0.0,0.0,3,267,1,183.59999999999997,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
14060.0,4858.0,United Kingdom,12.0,0.002470152326060107,1,57,17,5425.339999999999,1,1,1,111,Temporarily idle,Stellar customer,Best,3,Can't Loose Them
14062.0,4203.0,United Kingdom,0.0,0.0,1,72,11,9225.470000000001,2,1,1,211,Temporarily idle,Stellar customer,Best,4,Champions
14064.0,1512.0,United Kingdom,432.0,0.2857142857142857,1,5,4,915.5899999999999,1,2,2,122,Highly active,Regulars,Top 50%,5,Loyal
14066.0,45.0,United Kingdom,0.0,0.0,3,267,1,152.55,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
14067.0,361.0,United Kingdom,0.0,0.0,0,153,2,374.70000000000005,3,3,3,333,Inactive,Regulars,Top 75%,9,Require Activation
14068.0,73.0,United Kingdom,0.0,0.0,3,321,1,265.85,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
14071.0,295.0,United Kingdom,0.0,0.0,3,261,2,356.81,4,3,3,433,Inactive,Regulars,Top 75%,10,Require Activation
14075.0,270.0,United Kingdom,0.0,0.0,3,262,1,307.91999999999996,4,4,3,443,Inactive,Returning customers,Top 75%,11,Require Activation
14076.0,79.0,United Kingdom,0.0,0.0,3,305,1,118.66999999999997,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
14077.0,196.0,United Kingdom,0.0,0.0,1,65,4,366.7,1,2,3,123,Temporarily idle,Regulars,Top 75%,6,Potential
14078.0,310.0,United Kingdom,0.0,0.0,1,66,6,1049.37,2,1,2,212,Temporarily idle,Stellar customer,Top 50%,5,Loyal
14079.0,301.0,United Kingdom,0.0,0.0,0,155,1,375.09999999999997,3,4,3,343,Inactive,Returning customers,Top 75%,10,Require Activation
14081.0,592.0,United Kingdom,2.0,0.0033783783783783786,1,69,2,901.7199999999998,2,3,2,232,Temporarily idle,Regulars,Top 50%,7,Promising
14082.0,110.0,United Kingdom,0.0,0.0,3,424,1,182.24999999999997,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
14083.0,374.0,United Kingdom,0.0,0.0,1,37,7,533.39,1,1,3,113,Frequent,Stellar customer,Top 75%,5,Loyal
14085.0,2190.0,United Kingdom,0.0,0.0,1,98,12,3220.94,2,1,1,211,Temporarily idle,Stellar customer,Best,4,Champions
14088.0,8698.0,United Kingdom,0.0,0.0,1,55,8,33640.20000000001,1,1,1,111,Temporarily idle,Stellar customer,Best,3,Can't Loose Them
14089.0,133.0,United Kingdom,0.0,0.0,1,57,1,158.75,1,4,4,144,Temporarily idle,Returning customers,Worst,9,Require Activation
14090.0,72.0,United Kingdom,0.0,0.0,3,325,1,76.32000000000001,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
14092.0,1648.0,United Kingdom,5.0,0.003033980582524272,0,132,11,3082.7799999999997,3,1,1,311,Temporarily idle,Stellar customer,Best,5,Loyal
14096.0,3832.0,United Kingdom,0.0,0.0,1,61,8,12750.29000000002,1,1,1,111,Temporarily idle,Stellar customer,Best,3,Can't Loose Them
14099.0,1944.0,United Kingdom,1.0,0.00051440329218107,1,32,9,2670.15,1,1,1,111,Frequent,Stellar customer,Best,3,Can't Loose Them
14100.0,63.0,United Kingdom,0.0,0.0,0,138,1,191.95000000000002,3,4,4,344,Temporarily idle,Returning customers,Worst,11,Require Activation
14101.0,6942.0,United Kingdom,0.0,0.0,1,74,6,5976.789999999999,2,1,1,211,Temporarily idle,Stellar customer,Best,4,Champions
14104.0,72.0,United Kingdom,0.0,0.0,0,125,2,216.21,3,3,4,334,Temporarily idle,Regulars,Worst,10,Require Activation
14105.0,800.0,United Kingdom,2.0,0.0025,3,239,1,1260.3300000000002,4,4,2,442,Inactive,Returning customers,Top 50%,10,Require Activation
14107.0,1606.0,United Kingdom,5.0,0.00311332503113325,0,177,6,2447.19,3,1,1,311,Inactive,Stellar customer,Best,5,Loyal
14108.0,209.0,United Kingdom,1.0,0.004784688995215311,1,102,1,287.58000000000004,2,4,3,243,Temporarily idle,Returning customers,Worst,9,Require Activation
14109.0,88.0,United Kingdom,0.0,0.0,1,73,1,144.2,2,4,4,244,Temporarily idle,Returning customers,Worst,10,Require Activation
14110.0,2009.0,United Kingdom,2.0,0.0009955201592832255,1,1,8,4456.73,1,1,1,111,Highly active,Stellar customer,Best,3,Can't Loose Them
14111.0,202.0,United Kingdom,0.0,0.0,1,6,3,295.5,1,2,3,123,Highly active,Regulars,Worst,6,Potential
14112.0,1148.0,United Kingdom,2.0,0.0017421602787456446,1,98,4,1892.92,2,2,1,221,Temporarily idle,Regulars,Best,5,Loyal
14113.0,326.0,United Kingdom,24.0,0.0736196319018405,1,79,2,824.38,2,3,2,232,Temporarily idle,Regulars,Top 50%,7,Promising
14114.0,101.0,United Kingdom,0.0,0.0,1,37,2,386.53000000000003,1,3,3,133,Frequent,Regulars,Top 75%,7,Promising
14116.0,531.0,United Kingdom,0.0,0.0,1,63,3,956.3200000000002,1,2,2,122,Temporarily idle,Regulars,Top 50%,5,Loyal
14117.0,72.0,United Kingdom,0.0,0.0,0,144,1,90.0,3,4,4,344,Inactive,Returning customers,Worst,11,Require Activation
14121.0,234.0,United Kingdom,0.0,0.0,1,30,1,233.10000000000005,1,4,4,144,Frequent,Returning customers,Worst,9,Require Activation
14124.0,1618.0,United Kingdom,0.0,0.0,1,85,1,419.58000000000004,2,4,3,243,Temporarily idle,Returning customers,Top 75%,9,Require Activation
14125.0,972.0,United Kingdom,0.0,0.0,1,79,1,1295.4300000000003,2,4,2,242,Temporarily idle,Returning customers,Top 50%,8,Needs Attention
14127.0,321.0,United Kingdom,0.0,0.0,1,93,3,709.71,2,2,2,222,Temporarily idle,Regulars,Top 50%,6,Potential
14128.0,564.0,United Kingdom,0.0,0.0,1,61,2,637.5,1,3,2,132,Temporarily idle,Regulars,Top 75%,6,Potential
14129.0,355.0,United Kingdom,0.0,0.0,0,215,3,726.23,4,2,2,422,Inactive,Regulars,Top 50%,8,Needs Attention
14130.0,257.0,United Kingdom,0.0,0.0,3,320,1,480.90999999999997,4,4,3,443,Inactive,Returning customers,Top 75%,11,Require Activation
14132.0,2049.0,United Kingdom,0.0,0.0,1,3,7,2319.74,1,1,1,111,Highly active,Stellar customer,Best,3,Can't Loose Them
14133.0,348.0,United Kingdom,3.0,0.008620689655172414,3,305,3,592.89,4,2,3,423,Inactive,Regulars,Top 75%,9,Require Activation
14135.0,3444.0,United Kingdom,0.0,0.0,1,39,11,3514.32,1,1,1,111,Frequent,Stellar customer,Best,3,Can't Loose Them
14138.0,449.0,United Kingdom,0.0,0.0,0,153,1,621.7100000000003,3,4,2,342,Inactive,Returning customers,Top 75%,9,Require Activation
14141.0,278.0,United Kingdom,2.0,0.007194244604316547,1,30,3,678.8800000000001,1,2,2,122,Frequent,Regulars,Top 50%,5,Loyal
14142.0,313.0,United Kingdom,0.0,0.0,2,697,1,311.81000000000006,4,4,3,443,Inactive,Returning customers,Top 75%,11,Require Activation
14143.0,30.0,United Kingdom,0.0,0.0,0,134,1,115.8,3,4,4,344,Temporarily idle,Returning customers,Worst,11,Require Activation
14145.0,576.0,United Kingdom,0.0,0.0,0,186,3,2851.2,3,2,1,321,Inactive,Regulars,Best,6,Potential
14146.0,1777.0,United Kingdom,551.0,0.3100731570061902,1,82,4,1724.4099999999999,2,2,1,221,Temporarily idle,Regulars,Best,5,Loyal
14147.0,108.0,United Kingdom,0.0,0.0,1,78,2,483.40000000000003,2,3,3,233,Temporarily idle,Regulars,Top 75%,8,Needs Attention
14148.0,16.0,United Kingdom,0.0,0.0,3,234,1,157.2,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
14149.0,218.0,United Kingdom,3.0,0.013761467889908258,3,280,1,438.9700000000001,4,4,3,443,Inactive,Returning customers,Top 75%,11,Require Activation
14150.0,262.0,United Kingdom,0.0,0.0,3,360,1,306.18,4,4,3,443,Inactive,Returning customers,Top 75%,11,Require Activation
14152.0,711.0,United Kingdom,12.0,0.016877637130801686,1,76,2,611.0899999999999,2,3,2,232,Temporarily idle,Regulars,Top 75%,7,Promising
14154.0,465.0,United Kingdom,0.0,0.0,3,240,2,1345.62,4,3,2,432,Inactive,Regulars,Top 50%,9,Require Activation
14155.0,25.0,United Kingdom,0.0,0.0,3,267,1,118.75,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
14156.0,52214.0,EIRE,773.0,0.014804458574328725,1,0,45,104107.81,1,1,1,111,Highly active,Stellar customer,Best,3,Can't Loose Them
14157.0,186.0,United Kingdom,11.0,0.05913978494623656,3,286,1,236.73000000000005,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
14159.0,2780.0,United Kingdom,11.0,0.003956834532374101,1,82,8,3110.72,2,1,1,211,Temporarily idle,Stellar customer,Best,4,Champions
14161.0,450.0,United Kingdom,0.0,0.0,0,127,3,1097.6200000000001,3,2,2,322,Temporarily idle,Regulars,Top 50%,7,Promising
14162.0,142.0,United Kingdom,0.0,0.0,0,174,2,289.36,3,3,3,333,Inactive,Regulars,Worst,9,Require Activation
14163.0,893.0,United Kingdom,0.0,0.0,1,64,4,2445.91,1,2,1,121,Temporarily idle,Regulars,Best,4,Champions
14164.0,1033.0,United Kingdom,0.0,0.0,1,71,2,1631.7700000000002,2,3,1,231,Temporarily idle,Regulars,Best,6,Potential
14165.0,53.0,United Kingdom,0.0,0.0,1,98,1,120.44,2,4,4,244,Temporarily idle,Returning customers,Worst,10,Require Activation
14167.0,103.0,United Kingdom,0.0,0.0,1,9,3,389.85,1,2,3,123,Highly active,Regulars,Top 75%,6,Potential
14171.0,167.0,United Kingdom,0.0,0.0,3,304,1,363.78999999999996,4,4,3,443,Inactive,Returning customers,Top 75%,11,Require Activation
14173.0,40.0,United Kingdom,0.0,0.0,3,249,1,114.04,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
14175.0,1515.0,United Kingdom,40.0,0.026402640264026403,1,30,3,3162.7000000000003,1,2,1,121,Frequent,Regulars,Best,4,Champions
14176.0,209.0,United Kingdom,0.0,0.0,3,298,4,576.9,4,2,3,423,Inactive,Regulars,Top 75%,9,Require Activation
14177.0,204.0,United Kingdom,1.0,0.004901960784313725,1,87,4,544.01,2,2,3,223,Temporarily idle,Regulars,Top 75%,7,Promising
14178.0,605.0,United Kingdom,0.0,0.0,1,65,4,676.03,1,2,2,122,Temporarily idle,Regulars,Top 50%,5,Loyal
14180.0,661.0,United Kingdom,6.0,0.009077155824508321,1,58,23,4342.72,1,1,1,111,Temporarily idle,Stellar customer,Best,3,Can't Loose Them
14184.0,127.0,United Kingdom,0.0,0.0,3,244,1,452.89,4,4,3,443,Inactive,Returning customers,Top 75%,11,Require Activation
14185.0,6.0,United Kingdom,0.0,0.0,1,9,1,197.65,1,4,4,144,Highly active,Returning customers,Worst,9,Require Activation
14188.0,984.0,United Kingdom,10.0,0.01016260162601626,1,72,5,1707.06,2,1,1,211,Temporarily idle,Stellar customer,Best,4,Champions
14189.0,2720.0,United Kingdom,9.0,0.0033088235294117647,0,114,11,3249.4000000000005,3,1,1,311,Temporarily idle,Stellar customer,Best,5,Loyal
14191.0,1575.0,United Kingdom,4.0,0.0025396825396825397,1,63,8,2503.4900000000002,1,1,1,111,Temporarily idle,Stellar customer,Best,3,Can't Loose Them
14193.0,445.0,United Kingdom,0.0,0.0,3,270,2,853.3899999999999,4,3,2,432,Inactive,Regulars,Top 50%,9,Require Activation
14194.0,4016.0,United Kingdom,50.0,0.01245019920318725,1,30,16,7468.490000000001,1,1,1,111,Frequent,Stellar customer,Best,3,Can't Loose Them
14195.0,760.0,United Kingdom,58.0,0.07631578947368421,0,202,2,962.6999999999999,4,3,2,432,Inactive,Regulars,Top 50%,9,Require Activation
14196.0,142.0,United Kingdom,0.0,0.0,0,107,1,335.52,2,4,3,243,Temporarily idle,Returning customers,Top 75%,9,Require Activation
14198.0,246.0,United Kingdom,6.0,0.024390243902439025,1,87,3,499.1,2,2,3,223,Temporarily idle,Regulars,Top 75%,7,Promising
14199.0,28.0,United Kingdom,0.0,0.0,0,219,1,185.39999999999998,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
14201.0,590.0,United Kingdom,0.0,0.0,1,61,7,747.4399999999999,1,1,2,112,Temporarily idle,Stellar customer,Top 50%,4,Champions
14205.0,126.0,United Kingdom,36.0,0.2857142857142857,3,265,1,175.50000000000003,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
14206.0,276.0,United Kingdom,0.0,0.0,3,240,1,328.1599999999999,4,4,3,443,Inactive,Returning customers,Top 75%,11,Require Activation
14208.0,114.0,United Kingdom,0.0,0.0,0,184,1,151.73999999999998,3,4,4,344,Inactive,Returning customers,Worst,11,Require Activation
14209.0,657.0,United Kingdom,3.0,0.0045662100456621,1,39,5,1870.0300000000002,1,1,1,111,Frequent,Stellar customer,Best,3,Can't Loose Them
14210.0,760.0,United Kingdom,1.0,0.0013157894736842105,1,106,6,1900.8899999999999,2,1,1,211,Temporarily idle,Stellar customer,Best,4,Champions
14211.0,865.0,United Kingdom,6.0,0.006936416184971098,1,58,8,1681.5700000000002,1,1,1,111,Temporarily idle,Stellar customer,Best,3,Can't Loose Them
14212.0,1152.0,United Kingdom,0.0,0.0,1,31,1,1070.48,1,4,2,142,Frequent,Returning customers,Top 50%,7,Promising
14214.0,671.0,United Kingdom,0.0,0.0,0,160,3,899.16,3,2,2,322,Inactive,Regulars,Top 50%,7,Promising
14215.0,847.0,United Kingdom,4.0,0.004722550177095631,1,78,5,1332.1100000000004,2,1,2,212,Temporarily idle,Stellar customer,Top 50%,5,Loyal
14217.0,466.0,United Kingdom,6.0,0.012875536480686695,1,39,13,1527.7200000000003,1,1,1,111,Frequent,Stellar customer,Top 50%,3,Can't Loose Them
14220.0,272.0,United Kingdom,0.0,0.0,0,189,2,632.4000000000001,3,3,2,332,Inactive,Regulars,Top 75%,8,Needs Attention
14221.0,2013.0,United Kingdom,1.0,0.0004967709885742673,1,81,8,3083.9400000000005,2,1,1,211,Temporarily idle,Stellar customer,Best,4,Champions
14222.0,607.0,United Kingdom,0.0,0.0,0,178,1,683.17,3,4,2,342,Inactive,Returning customers,Top 50%,9,Require Activation
14223.0,585.0,United Kingdom,2.0,0.003418803418803419,0,123,3,975.23,3,2,2,322,Temporarily idle,Regulars,Top 50%,7,Promising
14224.0,483.0,United Kingdom,0.0,0.0,0,111,4,1009.7299999999999,3,2,2,322,Temporarily idle,Regulars,Top 50%,7,Promising
14226.0,1162.0,United Kingdom,7.0,0.006024096385542169,1,71,3,1847.6199999999994,2,2,1,221,Temporarily idle,Regulars,Best,5,Loyal
14227.0,1633.0,United Kingdom,2.0,0.001224739742804654,1,86,9,3028.9500000000003,2,1,1,211,Temporarily idle,Stellar customer,Best,4,Champions
14229.0,303.0,United Kingdom,20.0,0.066006600660066,1,70,2,665.53,2,3,2,232,Temporarily idle,Regulars,Top 50%,7,Promising
14231.0,409.0,United Kingdom,0.0,0.0,1,95,3,925.71,2,2,2,222,Temporarily idle,Regulars,Top 50%,6,Potential
14232.0,1503.0,United Kingdom,3.0,0.001996007984031936,0,116,4,1570.8400000000001,3,2,1,321,Temporarily idle,Regulars,Top 50%,6,Potential
14233.0,410.0,United Kingdom,0.0,0.0,1,5,3,959.1000000000001,1,2,2,122,Highly active,Regulars,Top 50%,5,Loyal
14234.0,490.0,United Kingdom,0.0,0.0,1,58,1,348.44000000000017,1,4,3,143,Temporarily idle,Returning customers,Top 75%,8,Needs Attention
14235.0,1959.0,United Kingdom,0.0,0.0,1,76,5,3144.86,2,1,1,211,Temporarily idle,Stellar customer,Best,4,Champions
14236.0,310.0,United Kingdom,0.0,0.0,1,81,2,490.86000000000007,2,3,3,233,Temporarily idle,Regulars,Top 75%,8,Needs Attention
14237.0,38.0,United Kingdom,0.0,0.0,2,697,1,161.00000000000003,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
14238.0,111.0,United Kingdom,0.0,0.0,3,327,1,146.85,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
14239.0,903.0,United Kingdom,7.0,0.007751937984496124,1,72,10,2162.0400000000004,2,1,1,211,Temporarily idle,Stellar customer,Best,4,Champions
14240.0,79.0,United Kingdom,0.0,0.0,3,226,1,226.85000000000002,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
14241.0,146.0,United Kingdom,0.0,0.0,1,95,1,213.70000000000002,2,4,4,244,Temporarily idle,Returning customers,Worst,10,Require Activation
14242.0,123.0,United Kingdom,0.0,0.0,3,235,2,280.54999999999995,4,3,3,433,Inactive,Regulars,Worst,10,Require Activation
14243.0,1031.0,United Kingdom,13.0,0.012609117361784675,0,128,8,2268.0600000000004,3,1,1,311,Temporarily idle,Stellar customer,Best,5,Loyal
14245.0,976.0,United Kingdom,3.0,0.0030737704918032786,3,249,2,1681.6,4,3,1,431,Inactive,Regulars,Best,8,Needs Attention
14246.0,804.0,United Kingdom,0.0,0.0,0,111,3,1474.0600000000002,3,2,1,321,Temporarily idle,Regulars,Top 50%,6,Potential
14247.0,47.0,United Kingdom,0.0,0.0,0,190,1,136.77,3,4,4,344,Inactive,Returning customers,Worst,11,Require Activation
14248.0,102.0,United Kingdom,0.0,0.0,3,319,1,302.58,4,4,3,443,Inactive,Returning customers,Worst,11,Require Activation
14250.0,866.0,United Kingdom,0.0,0.0,1,31,1,1228.8300000000006,1,4,2,142,Frequent,Returning customers,Top 50%,7,Promising
14251.0,746.0,United Kingdom,0.0,0.0,1,58,1,1259.4600000000005,1,4,2,142,Temporarily idle,Returning customers,Top 50%,7,Promising
14256.0,414.0,United Kingdom,4.0,0.00966183574879227,3,261,2,935.06,4,3,2,432,Inactive,Regulars,Top 50%,9,Require Activation
14257.0,1682.0,United Kingdom,0.0,0.0,0,124,5,3099.7200000000003,3,1,1,311,Temporarily idle,Stellar customer,Best,5,Loyal
14258.0,6164.0,United Kingdom,2.0,0.0003244646333549643,1,31,8,11281.38,1,1,1,111,Frequent,Stellar customer,Best,3,Can't Loose Them
14259.0,68.0,United Kingdom,0.0,0.0,0,142,1,120.0,3,4,4,344,Inactive,Returning customers,Worst,11,Require Activation
14261.0,387.0,United Kingdom,0.0,0.0,1,79,1,943.7499999999999,2,4,2,242,Temporarily idle,Returning customers,Top 50%,8,Needs Attention
14262.0,855.0,United Kingdom,0.0,0.0,1,85,4,1379.3,2,2,2,222,Temporarily idle,Regulars,Top 50%,6,Potential
14264.0,70.0,United Kingdom,0.0,0.0,0,125,2,333.97,3,3,3,333,Temporarily idle,Regulars,Top 75%,9,Require Activation
14265.0,330.0,Unspecified,0.0,0.0,0,110,2,530.1800000000001,3,3,3,333,Temporarily idle,Regulars,Top 75%,9,Require Activation
14267.0,530.0,United Kingdom,3.0,0.005660377358490566,0,163,3,1500.49,3,2,1,321,Inactive,Regulars,Top 50%,6,Potential
14270.0,197.0,United Kingdom,0.0,0.0,1,9,1,492.6499999999999,1,4,3,143,Highly active,Returning customers,Top 75%,8,Needs Attention
14271.0,88.0,United Kingdom,0.0,0.0,3,226,1,112.32000000000002,4,4,4,444,Inactive,Returning customers,Worst,12,Require Activation
14272.0,599.0,United Kingdom,0.0,0.0,1,74,2,437.96000000000004,2,3,3,233,Temporarily idle,Regulars,Top 75%,8,Needs Attention
14273.0,196.0,United Kingdom,0.0,0.0,1,36,3,450.05,1,2,3,123,Frequent,Regulars,Top 75%,6,Potential
14276.0,744.0,United Kingdom,14.0,0.01881720430107527,1,4,3,1035.1399999999999,1,2,2,122,Highly active,Regulars,Top 50%,5,Loyal
14277.0,855.0,France,0.0,0.0,1,35,1,1629.03,1,4,1,141,Frequent,Returning customers,Best,6,Potential
14280.0,52.0,United Kingdom,0.0,0.0,0,197,1,134.04,3,4,4,344,Inactive,Returning customers,Worst,11,Require Activation
14282.0,2116.0,United Kingdom,0.0,0.0,1,82,10,2768.8399999999997,2,1,1,211,Temporarily idle,Stellar customer,Best,4,Champions
14284.0,70.0,United Kingdom,4.0,0.05714285714285714,1,87,1,235.29999999999998,2,4,4,244,Temporarily idle,Returning customers,Worst,10,Require Activation
14285.0,295.0,United Kingdom,0.0,0.0,1,76,2,1253.4300000000003,2,3,2,232,Temporarily idle,Regulars,Top 50%,7,Promising
14286.0,1998.0,United Kingdom,20.0,0.01001001001001001,1,36,1,2027.3400000000001,1,4,1,141,Frequent,Returning customers,Best,6,Potential
14287.0,216.0,United Kingdom,0.0,0.0,0,199,2,83.28,3,3,4,334,Inactive,Regulars,Worst,10,Require Activation
14288.0,188.0,United Kingdom,1.0,0.005319148936170213,1,66,1,413.85,2,4,3,243,Temporarily idle,Returning customers,Top 75%,9,Require Activation
14289.0,278.0,United Kingdom,0.0,0.0,1,6,5,832.78,1,1,2,112,Highly active,Stellar customer,Top 50%,4,Champions
14290.0,818.0,United Kingdom,1.0,0.0012224938875305623,1,57,4,2047.1699999999998,1,2,1,121,Temporarily idle,Regulars,Best,4,Champions
14291.0,2251.0,United Kingdom,1.0,0.000444247001332741,1,32,9,3315.6099999999997,1,1,1,111,Frequent,Stellar customer,Best,3,Can't Loose Them
14292.0,1093.0,United Kingdom,15.0,0.013723696248856358,1,1,5,3106.4,1,1,1,111,Highly active,Stellar customer,Best,3,Can't Loose Them
14293.0,427.0,United Kingdom,0.0,0.0,0,148,3,739.4099999999999,3,2,2,322,Inactive,Regulars,Top 50%,7,Promising
14297.0,404.0,United Kingdom,0.0,0.0,1,61,2,710.1,1,3,2,132,Temporarily idle,Regulars,Top 50%,6,Potential
14298.0,51277.0,United Kingdom,0.0,0.0,1,73,41,44237.46000000001,2,1,1,211,Temporarily idle,Stellar customer,Best,4,Champions
14299.0,1412.0,United Kingdom,36.0,0.025495750708215296,1,0,7,2789.35,1,1,1,111,Highly active,Stellar customer,Best,3,Can't Loose Them
14301.0,606.0,United Kingdom,6.0,0.009900990099009901,0,118,1,632.04,3,4,2,342,Temporarily idle,Returning customers,Top 75%,9,Require Activation
14304.0,139.0,United Kingdom,9.0,0.06474820143884892,3,339,1,350.9,4,4,3,443,Inactive,Returning customers,Top 75%,11,Require Activation
14305.0,1089.0,United Kingdom,0.0,0.0,1,72,3,1858.96,2,2,1,221,Temporarily idle,Regulars,Best,5,Loyal
14306.0,917.0,United Kingdom,2.0,0.0021810250817884407,1,86,1,1693.0399999999997,2,4,1,241,Temporarily idle,Returning customers,Best,7,Promising
14307.0,2058.0,United Kingdom,0.0,0.0,1,1,6,2995.72,1,1,1,111,Highly active,Stellar customer,Best,3,Can't Loose Them
14309.0,1200.0,United Kingdom,8.0,0.006666666666666667,1,94,7,1615.93,2,1,1,211,Temporarily idle,Stellar customer,Top 50%,4,Champions
14311.0,146.0,United Kingdom,21.0,0.14383561643835616,1,36,1,229.70999999999998,1,4,4,144,Frequent,Returning customers,Worst,9,Require Activation
14312.0,480.0,United Kingdom,0.0,0.0,1,37,5,1047.19,1,1,2,112,Frequent,Stellar customer,Top 50%,4,Champions
14314.0,296.0,United Kingdom,0.0,0.0,0,107,1,120.0,2,4,4,244,Temporarily idle,Returning customers,Worst,10,Require Activation
14315.0,689.0,United Kingdom,0.0,0.0,0,125,5,1550.1499999999999,3,1,1,311,Temporarily idle,Stellar customer,Top 50%,5,Loyal
14317.0,255.0,United Kingdom,0.0,0.0,0,183,1,508.58,3,4,3,343,Inactive,Returning customers,Top 75%,10,Require Activation
14320.0,325.0,United Kingdom,86.0,0.26461538461538464,1,39,2,343.11,1,3,3,133,Frequent,Regulars,Top 75%,7,Promising
14321.0,2038.0,United Kingdom,0.0,0.0,1,70,4,1230.5900000000001,2,2,2,222,Temporarily idle,Regulars,Top 50%,6,Potential
14323.0,350.0,United Kingdom,10.0,0.02857142857142857,0,115,2,574.2600000000001,3,3,3,333,Temporarily idle,Regulars,Top 75%,9,Require Activation
14326.0,103.0,United Kingdom,4.0,0.038834951456310676,1,36,1,166.85,1,4,4,144,Frequent,Returning customers,Worst,9,Require Activation
14327.0,139.0,United Kingdom,0.0,0.0,0,164,1,311.65000000000003,3,4,3,343,Inactive,Returning customers,Top 75%,10,Require Activation
14329.0,2184.0,United Kingdom,11.0,0.005036630036630037,1,37,4,3445.43,1,2,1,121,Frequent,Regulars,Best,4,Champions
14331.0,252.0,United Kingdom,0.0,0.0,0,136,2,462.65999999999997,3,3,3,333,Temporarily idle,Regulars,Top 75%,9,Require Activation
14332.0,272.0,United Kingdom,0.0,0.0,0,148,2,559.2399999999999,3,3,3,333,Inactive,Regulars,Top 75%,9,Require Activation
14333.0,58.0,United Kingdom,6.0,0.10344827586206896,3,275,1,351.45,4,4,3,443,Inactive,Returning customers,Top 75%,11,Require Activation
14334.0,1597.0,United Kingdom,1.0,0.0006261740763932373,1,68,7,2315.96,2,1,1,211,Temporarily idle,Stellar customer,Best,4,Champions
14335.0,337.0,Germany,0.0,0.0,3,245,1,347.5,4,4,3,443,Inactive,Returning customers,Top 75%,11,Require Activation
14336.0,989.0,United Kingdom,0.0,0.0,0,129,3,1114.3899999999999,3,2,2,322,Temporarily idle,Regulars,Top 50%,7,Promising
14338.0,335.0,United Kingdom,1.0,0.0029850746268656717,0,197,2,582.2699999999999,3,3,3,333,Inactive,Regulars,Top 75%,9,Require Activation
14339.0,168.0,United Kingdom,16.0,0.09523809523809523,1,36,1,294.56,1,4,3,143,Frequent,Returning customers,Worst,8,Needs Attention
